shipment_id,sales_order_number,customer_key,sales_territory_key,origin_country,destination_country,destination_region,carrier_id,carrier_name,service_level,tracking_number,ship_date,promised_delivery_date,actual_delivery_date,transit_days,delay_days,on_time_flag,cross_border_flag,customs_delay_days,shipment_status,order_line_count,freight_amount,synthetic_note,data_origin,generator_version,scenario_id,seed,generated_at
SHP-020400,SO67503,11361,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-67503,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,3,1.62,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020401,SO67504,11711,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-67504,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,1,0.1,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020402,SO67505,26621,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67505,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,1,0.72,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020403,SO67506,12970,6,United States,Canada,North America,CAR-004,EuroFreight,International Economy,SYN-004-67506,2013-10-08,2013-10-13,2013-10-12,5,0,1,1,0,DELIVERED,5,5.08,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020404,SO67507,11287,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-67507,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,2,0.85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020405,SO67508,11200,6,United States,Canada,North America,CAR-002,ParcelBridge,Economy,SYN-002-67508,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,3,2,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020406,SO67509,21702,6,United States,Canada,North America,CAR-004,EuroFreight,International Economy,SYN-004-67509,2013-10-08,2013-10-13,2013-10-13,6,0,1,1,0,DELIVERED,3,1.3,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020407,SO67510,23131,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67510,2013-10-08,2013-10-13,2013-10-11,4,0,1,0,0,DELIVERED,1,0.75,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020408,SO67511,22985,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67511,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,4,2.04,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020409,SO67512,15402,6,United States,Canada,North America,CAR-002,ParcelBridge,Economy,SYN-002-67512,2013-10-08,2013-10-13,2013-10-13,6,0,1,1,0,DELIVERED,2,0.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020410,SO67513,22342,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67513,2013-10-08,2013-10-13,2013-10-10,3,0,1,0,0,DELIVERED,3,1.72,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020411,SO67514,20704,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67514,2013-10-08,2013-10-13,2013-10-10,3,0,1,0,0,DELIVERED,4,1.95,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020412,SO67515,19022,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67515,2013-10-08,2013-10-13,2013-10-11,4,0,1,0,0,DELIVERED,1,1.75,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020413,SO67516,16960,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67516,2013-10-08,2013-10-13,2013-10-11,4,0,1,0,0,DELIVERED,1,0.12,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020414,SO67517,16336,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67517,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,3,1.61,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020415,SO67518,15982,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67518,2013-10-08,2013-10-13,2013-10-10,3,0,1,0,0,DELIVERED,1,0.12,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020416,SO67519,15907,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67519,2013-10-08,2013-10-13,2013-10-11,4,0,1,0,0,DELIVERED,1,0.12,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020417,SO67520,19147,6,United States,Canada,North America,CAR-002,ParcelBridge,Economy,SYN-002-67520,2013-10-08,2013-10-13,2013-10-12,5,0,1,1,0,DELIVERED,4,0.98,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020418,SO67521,17757,10,United States,United Kingdom,Europe,CAR-004,EuroFreight,International Economy,SYN-004-67521,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,1,0.62,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020419,SO67522,17645,10,United States,United Kingdom,Europe,CAR-004,EuroFreight,International Economy,SYN-004-67522,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,1,0.12,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020420,SO67523,19066,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67523,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,8,DELIVERED,3,2.12,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020421,SO67524,17807,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67524,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,9,DELIVERED,4,1.85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020422,SO67525,29402,7,United States,France,Europe,CAR-002,ParcelBridge,Economy,SYN-002-67525,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,1,1.35,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020423,SO67526,13681,7,United States,France,Europe,CAR-002,ParcelBridge,Economy,SYN-002-67526,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,3,1.87,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020424,SO67527,13547,10,United States,United Kingdom,Europe,CAR-004,EuroFreight,International Economy,SYN-004-67527,2013-10-08,2013-10-13,2013-10-13,6,0,1,1,0,DELIVERED,3,1.25,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020425,SO67528,20176,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67528,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,9,DELIVERED,2,0.81,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020426,SO67529,16423,7,United States,France,Europe,CAR-002,ParcelBridge,Economy,SYN-002-67529,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,3,2.1,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020427,SO67530,18023,8,United States,Germany,Europe,CAR-004,EuroFreight,International Economy,SYN-004-67530,2013-10-08,2013-10-13,2013-10-13,6,0,1,1,0,DELIVERED,3,4.7,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020428,SO67531,23615,10,United States,United Kingdom,Europe,CAR-002,ParcelBridge,Economy,SYN-002-67531,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,2,0.81,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020429,SO67532,29370,8,United States,Germany,Europe,CAR-002,ParcelBridge,Economy,SYN-002-67532,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,4,2.45,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020430,SO67533,12288,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67533,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,9,DELIVERED,3,2.22,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020431,SO67534,20867,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67534,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,8,DELIVERED,2,0.97,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020432,SO67535,19478,10,United States,United Kingdom,Europe,CAR-004,EuroFreight,International Economy,SYN-004-67535,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,2,0.59,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020433,SO67536,25644,7,United States,France,Europe,CAR-004,EuroFreight,International Economy,SYN-004-67536,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,3,0.47,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020434,SO67537,11127,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67537,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,2,1,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020435,SO67538,12363,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-67538,2013-10-08,2013-10-13,2013-10-13,6,0,1,1,0,DELIVERED,5,3.35,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020436,SO67539,12889,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67539,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,1,0.55,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020437,SO67540,17385,6,United States,Canada,North America,CAR-004,EuroFreight,International Economy,SYN-004-67540,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,5,2.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020438,SO67541,11596,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67541,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,8,DELIVERED,3,1.25,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020439,SO67542,12258,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67542,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,9,DELIVERED,1,1.25,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020440,SO67543,19854,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67543,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,3,13.87,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020441,SO67544,22267,6,United States,Canada,North America,CAR-002,ParcelBridge,Economy,SYN-002-67544,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,4,14.72,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020442,SO67545,14902,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67545,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,2,20.99,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020443,SO67546,16112,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67546,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,4,59.34,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020444,SO67547,28688,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67547,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,6,DELIVERED,2,22.53,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020445,SO67548,12526,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67548,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,7,DELIVERED,6,21.26,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020446,SO67549,15184,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-67549,2013-10-08,2013-10-13,2013-10-13,6,0,1,1,0,DELIVERED,4,59.25,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020447,SO67550,15219,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-67550,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,2,58.75,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020448,SO67551,15150,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-67551,2013-10-08,2013-10-13,2013-10-12,5,0,1,1,0,DELIVERED,2,58.25,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020449,SO67552,26189,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-67552,2013-10-08,2013-10-13,2013-10-13,6,0,1,1,0,DELIVERED,4,28.59,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020450,SO67553,23662,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-67553,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,2,43.4,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020451,SO67554,25558,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-67554,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,4,15.2,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020452,SO67555,25020,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-67555,2013-10-08,2013-10-13,2013-10-12,5,0,1,1,0,DELIVERED,2,13.72,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020453,SO67556,24252,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-67556,2013-10-08,2013-10-13,2013-10-13,6,0,1,1,0,DELIVERED,4,14.07,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020454,SO67557,21878,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-67557,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,4,62.06,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020455,SO67558,24811,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67558,2013-10-08,2013-10-13,2013-10-11,4,0,1,0,0,DELIVERED,2,60.95,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020456,SO67559,27453,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67559,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,2,60.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020457,SO67560,27279,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67560,2013-10-08,2013-10-13,2013-10-10,3,0,1,0,0,DELIVERED,2,60.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020458,SO67561,24235,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-67561,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,4,31.28,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020459,SO67562,23816,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67562,2013-10-08,2013-10-13,2013-10-11,4,0,1,0,0,DELIVERED,3,14.09,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020460,SO67563,20069,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67563,2013-10-08,2013-10-13,2013-10-10,3,0,1,0,0,DELIVERED,2,14.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020461,SO67564,23683,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67564,2013-10-08,2013-10-13,2013-10-11,4,0,1,0,0,DELIVERED,3,13.85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020462,SO67565,23704,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67565,2013-10-08,2013-10-13,2013-10-10,3,0,1,0,0,DELIVERED,4,15.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020463,SO67566,23340,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67566,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,3,13.85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020464,SO67567,21355,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-67567,2013-10-08,2013-10-13,2013-10-11,4,0,1,0,0,DELIVERED,4,29.61,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020465,SO67568,18318,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-67568,2013-10-08,2013-10-13,2013-10-12,5,0,1,0,0,DELIVERED,3,44.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020466,SO67569,24182,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67569,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,6,DELIVERED,4,14.07,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020467,SO67570,23901,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67570,2013-10-08,2013-10-13,2013-10-21,14,8,0,1,8,DELIVERED,2,14.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
SHP-020468,SO67571,16298,8,United States,Germany,Europe,CAR-004,EuroFreight,International Economy,SYN-004-67571,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,4,60.51,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020469,SO67572,14306,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-67572,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,1,18.56,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020470,SO67573,12686,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-67573,2013-10-08,2013-10-13,2013-10-12,5,0,1,1,0,DELIVERED,2,60.95,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020471,SO67574,11443,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-67574,2013-10-08,2013-10-13,2013-10-13,6,0,1,1,0,DELIVERED,2,60.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020472,SO67575,12990,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-67575,2013-10-08,2013-10-13,2013-10-14,7,1,0,1,0,DELIVERED,2,60.95,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020473,SO67576,11750,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-67576,2013-10-08,2013-10-13,2013-10-15,8,2,0,1,0,DELIVERED,3,59.95,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020474,SO67577,15210,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-67577,2013-10-09,2013-10-14,2013-10-13,5,0,1,1,0,DELIVERED,3,21.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020475,SO67578,26742,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-67578,2013-10-09,2013-10-14,2013-10-14,6,0,1,1,0,DELIVERED,1,1.75,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020476,SO67579,25824,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-67579,2013-10-09,2013-10-14,2013-10-15,7,1,0,1,0,DELIVERED,2,1,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020477,SO67580,18292,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-67580,2013-10-09,2013-10-14,2013-10-15,7,1,0,1,0,DELIVERED,1,0.06,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020478,SO67581,16425,7,United States,France,Europe,CAR-004,EuroFreight,International Economy,SYN-004-67581,2013-10-09,2013-10-14,2013-10-14,6,0,1,1,0,DELIVERED,2,58.06,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-020479,SO67582,19065,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-67582,2013-10-09,2013-10-14,2013-10-22,14,8,0,1,9,DELIVERED,1,57.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,SCN_LOGISTICS_EU_CUSTOMS_DELAY,20260728,2026-07-28T00:00:00.000Z
